#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:all_aligned_unique" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:all_aligned_unique" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:all_aligned_unique" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.all_aligned_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:all_aligned_unique" name="distribution" x="@birthRate.t:all_aligned_unique">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@all_aligned_unique" id="treeLikelihood.all_aligned_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:all_aligned_unique">
#            <siteModel id="SiteModel.s:all_aligned_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:all_aligned_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:all_aligned_unique" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:all_aligned_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:all_aligned_unique" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:all_aligned_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:all_aligned_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
6425000	-152152.22252032344	-161827.36390706652	9675.141386743082	-161827.36390706652	0.1955865617610033	1.5918620865244042	9675.141386743082	1029.9917006273956
6426000	-152201.29895468388	-161848.09268877344	9646.793734089546	-161848.09268877344	0.2035773464578642	1.6197251076328887	9646.793734089546	997.7156154656915
6427000	-152229.39300954848	-161890.3495884613	9660.95657891284	-161890.3495884613	0.2011891849233941	1.6040355746204908	9660.95657891284	1065.0866100873275
6428000	-152194.18834297953	-161857.65296827306	9663.464625293524	-161857.65296827306	0.19956908547035127	1.6032523881137222	9663.464625293524	1007.8717168995855
6429000	-152192.02218189288	-161845.18171013784	9653.159528244943	-161845.18171013784	0.1991116870802562	1.6133115107954104	9653.159528244943	996.2503178929178
6430000	-152141.00901722803	-161797.26243011758	9656.25341288956	-161797.26243011758	0.20505076491878554	1.6102126163304877	9656.25341288956	1029.5009737210398
6431000	-152167.52614968808	-161830.15318979011	9662.627040102036	-161830.15318979011	0.1983501691396587	1.6041443794073074	9662.627040102036	1015.6177517523809
6432000	-152200.7351366319	-161866.75996863886	9666.024832006946	-161866.75996863886	0.2004908775972017	1.6005181908758999	9666.024832006946	1038.5255979056371
6433000	-152162.43618617835	-161843.7684339887	9681.332247810338	-161843.7684339887	0.19684295548346023	1.5858451060836478	9681.332247810338	1031.7689153003985
6434000	-152099.76948794254	-161780.1022236274	9680.332735684855	-161780.1022236274	0.19882166657203298	1.5848038207966115	9680.332735684855	978.0555372847731
6435000	-152161.5521505924	-161847.36655967278	9685.814409080363	-161847.36655967278	0.19464146820087425	1.5812545577998611	9685.814409080363	1049.7810825189974
6436000	-152135.87875469442	-161821.0352348702	9685.156480175794	-161821.0352348702	0.2030197531515172	1.5821120316461708	9685.156480175794	1024.8698442210523
6437000	-152119.77825923395	-161788.14561706348	9668.367357829517	-161788.14561706348	0.19906852453166013	1.5984838724069643	9668.367357829517	1026.1283332008186
6438000	-152133.98555986639	-161814.8393731122	9680.853813245792	-161814.8393731122	0.1981463865288438	1.5846939168462113	9680.853813245792	983.3294763833464
6439000	-152201.05129238512	-161860.4271604813	9659.375868096198	-161860.4271604813	0.19908538728035227	1.607345467077113	9659.375868096198	1015.679143440369
6440000	-152177.53355095757	-161829.14536827488	9651.611817317309	-161829.14536827488	0.2005432825195307	1.6122687520254186	9651.611817317309	953.7311768255456
6441000	-152156.55602122724	-161812.80814282672	9656.252121599484	-161812.80814282672	0.20673110180968593	1.6102099634678144	9656.252121599484	996.3499883817071
6442000	-152142.8493401731	-161805.06253198403	9662.213191810937	-161805.06253198403	0.20002360443314976	1.6044732657751444	9662.213191810937	1026.665311855071
6443000	-152158.09443611102	-161834.64535674738	9676.550920636373	-161834.64535674738	0.1992593343948955	1.590062195097042	9676.550920636373	1001.6219415803325
6444000	-152197.95664320444	-161840.33608887676	9642.379445672339	-161840.33608887676	0.20579609863364287	1.6234591478232283	9642.379445672339	1034.9563545335564
6445000	-152175.85143921303	-161840.91658391597	9665.065144702938	-161840.91658391597	0.1980051988821378	1.6016584908779736	9665.065144702938	1007.5208365127129
6446000	-152177.11784746213	-161857.65360447438	9680.535757012269	-161857.65360447438	0.19578967347407855	1.5854577303699187	9680.535757012269	1068.7486809956445
6447000	-152135.8259794978	-161818.18627407128	9682.360294573467	-161818.18627407128	0.19518224587444202	1.5833436861339272	9682.360294573467	985.769809929606
6448000	-152113.67953251535	-161785.61393300848	9671.93440049314	-161785.61393300848	0.20003033953326577	1.5950154757600914	9671.93440049314	1021.0081499524827
6449000	-152160.34571235662	-161806.16655618153	9645.820843824922	-161806.16655618153	0.20341179186714828	1.6200071373758995	9645.820843824922	976.4005679845859
6450000	-152159.03909814946	-161834.71485346826	9675.6757553188	-161834.71485346826	0.198395146403754	1.5913538510747265	9675.6757553188	1021.5002891195741
6451000	-152125.94036815094	-161808.39677280412	9682.45640465316	-161808.39677280412	0.2007642897679655	1.5842445079788972	9682.45640465316	1056.0122060343974
6452000	-152153.13442020485	-161822.66377604168	9669.529355836827	-161822.66377604168	0.19726030845973827	1.5971780269908473	9669.529355836827	1005.3832055038404
6453000	-152153.1951614744	-161823.2890573094	9670.093895834974	-161823.2890573094	0.1987754891858615	1.5948071317529433	9670.093895834974	972.2061582678865
6454000	-152208.30306069175	-161881.89375120786	9673.590690516097	-161881.89375120786	0.19391727830831235	1.5933937764869015	9673.590690516097	1026.0661411052386
6455000	-152150.06008025198	-161827.98700820815	9677.92692795617	-161827.98700820815	0.19628803552269758	1.5889736028443302	9677.92692795617	1042.5775796857276
6456000	-152164.4537109438	-161837.50402219803	9673.05031125423	-161837.50402219803	0.1974432230683113	1.592803738599765	9673.05031125423	986.0209198070405
6457000	-152168.5720280929	-161841.5004314293	9672.928403336411	-161841.5004314293	0.19623653305174554	1.59289562217614	9672.928403336411	1063.3149955091444
6458000	-152139.46884202727	-161809.361627181	9669.892785153734	-161809.361627181	0.19840545288565337	1.597015063003092	9669.892785153734	1020.9636971762579
6459000	-152126.6414552771	-161816.4549492431	9689.813493966005	-161816.4549492431	0.1939358310826425	1.576999879823684	9689.813493966005	1005.3251185660462
6460000	-152190.2216115507	-161833.78561328747	9643.564001736788	-161833.78561328747	0.202680794937477	1.620446461773732	9643.564001736788	951.0333213007378
6461000	-152138.66868792055	-161812.42353252252	9673.754844601952	-161812.42353252252	0.20188698762273832	1.5932372357320235	9673.754844601952	1022.6819569783078
6462000	-152151.1871627082	-161820.91172814637	9669.72456543816	-161820.91172814637	0.20229645404597815	1.5970576074012715	9669.72456543816	1008.6690205974409
6463000	-152188.10268290658	-161844.4651225973	9656.362439690709	-161844.4651225973	0.19722738578404936	1.6102765957250762	9656.362439690709	1020.208211430407
6464000	-152150.48937039665	-161815.1751655389	9664.685795142253	-161815.1751655389	0.19790270379461886	1.6013987473112696	9664.685795142253	988.1883609309172
6465000	-152095.36997444715	-161773.91516190706	9678.545187459904	-161773.91516190706	0.19671902720945772	1.5885579509166727	9678.545187459904	1023.5640207863569
6466000	-152128.237554107	-161816.05900434652	9687.821450239522	-161816.05900434652	0.19361589561927986	1.5794517733875921	9687.821450239522	1020.808798349777
6467000	-152107.0930596526	-161786.35889052547	9679.265830872882	-161786.35889052547	0.19652245412398148	1.5875954370297551	9679.265830872882	1008.5694951054807
6468000	-152162.6200669809	-161831.2962560434	9668.676189062508	-161831.2962560434	0.20135871539152073	1.5981560593518225	9668.676189062508	1028.707523823397
6469000	-152108.094648725	-161784.94865641833	9676.85400769332	-161784.94865641833	0.19798872593504901	1.5902020716326373	9676.85400769332	1029.5479067876163
6470000	-152097.82147133994	-161791.54327014514	9693.721798805187	-161791.54327014514	0.19795792157028813	1.5731915213228205	9693.721798805187	1006.9908506195686
6471000	-152132.41741862538	-161803.9702790757	9671.552860450305	-161803.9702790757	0.19864250138889877	1.594640184059274	9671.552860450305	991.7493013699548
6472000	-152112.66405120425	-161773.98591642146	9661.321865217207	-161773.98591642146	0.20142995987491455	1.6053928559941966	9661.321865217207	1022.8359675880616
6473000	-152131.15756117637	-161794.33418832984	9663.176627153462	-161794.33418832984	0.19850888980566464	1.6025496900240432	9663.176627153462	981.2707152138811
6474000	-152136.6209464661	-161816.28683778248	9679.665891316361	-161816.28683778248	0.19526920066723247	1.5867786378524367	9679.665891316361	1058.6025414096575
6475000	-152136.79606026266	-161818.05346427156	9681.257404008902	-161818.05346427156	0.19540484283395687	1.585643743563688	9681.257404008902	1048.1338530159437
6476000	-152114.37858914572	-161786.82037512996	9672.441785984229	-161786.82037512996	0.19793913084903308	1.5942126747695455	9672.441785984229	1043.334549066013
6477000	-152131.807909331	-161794.87066093896	9663.062751607977	-161794.87066093896	0.1943382786708727	1.600881402176043	9663.062751607977	1080.6325786571601
6478000	-152118.90387015915	-161784.87018071293	9665.966310553773	-161784.87018071293	0.1974659019827301	1.6008299783551048	9665.966310553773	1025.5454411107637
6479000	-152086.62305580173	-161762.32490119754	9675.701845395814	-161762.32490119754	0.19889782755755475	1.59017662174476	9675.701845395814	1065.3528604262833
6480000	-152098.72544216522	-161766.22398559633	9667.498543431098	-161766.22398559633	0.1998550368119074	1.5992685698546256	9667.498543431098	1030.8578204280448
6481000	-152092.20891001963	-161768.85814345742	9676.649233437785	-161768.85814345742	0.199499737953324	1.5889634336950107	9676.649233437785	1070.918703015465
6482000	-152137.27999112933	-161802.46511037461	9665.18511924528	-161802.46511037461	0.19976005137378341	1.601613785450242	9665.18511924528	1013.5831374404586
6483000	-152091.8032286151	-161766.2712715418	9674.468042926697	-161766.2712715418	0.20073271622302502	1.592540437416552	9674.468042926697	1022.9708371187746
6484000	-152107.87817059786	-161783.49749155252	9675.619320954664	-161783.49749155252	0.19465170754255837	1.5913397422295261	9675.619320954664	1014.807269435141
6485000	-152147.86774758992	-161822.88690605984	9675.019158469931	-161822.88690605984	0.19741273381732138	1.591350807886062	9675.019158469931	995.8442823562314
6486000	-152114.2449255998	-161790.5105863781	9676.265660778297	-161790.5105863781	0.19857978097460624	1.5903075838493472	9676.265660778297	1050.981281638255
6487000	-152134.9180362443	-161829.04195615018	9694.123919905887	-161829.04195615018	0.19306575713929972	1.5728872293278648	9694.123919905887	1009.1135420744998
6488000	-152167.95839117552	-161833.45126455705	9665.492873381545	-161833.45126455705	0.19750045463981647	1.6012463924638627	9665.492873381545	1028.9747370162559
6489000	-152207.19828847982	-161886.73169015138	9679.53340167155	-161886.73169015138	0.19526603775674575	1.5870658999944363	9679.53340167155	1054.6553703611405
6490000	-152161.52429436482	-161834.866830811	9673.34253644617	-161834.866830811	0.19853452453970266	1.5936374759227514	9673.34253644617	1021.3433245747092
6491000	-152092.43565874352	-161787.11782535788	9694.682166614355	-161787.11782535788	0.1957595487903787	1.572516910703366	9694.682166614355	1013.7185698595553
6492000	-152144.77818842593	-161836.760754835	9691.982566409066	-161836.760754835	0.1956655999767575	1.57451017129031	9691.982566409066	1073.6306337138421
6493000	-152144.87392783293	-161828.93077625067	9684.056848417746	-161828.93077625067	0.1968894056579969	1.5829775080942836	9684.056848417746	1047.9516482225058
6494000	-152201.76795526134	-161865.14964255763	9663.381687296285	-161865.14964255763	0.19973963536900616	1.6033686919917882	9663.381687296285	1010.5634776571638
6495000	-152134.60274677645	-161815.97464812256	9681.37190134611	-161815.97464812256	0.19627915980307076	1.5855767035567043	9681.37190134611	1010.9295593390884
6496000	-152095.213680051	-161783.47545062436	9688.261770573356	-161783.47545062436	0.19413270920785042	1.579062856336778	9688.261770573356	1023.4086740291913
6497000	-152191.5637369252	-161848.35168529872	9656.787948373541	-161848.35168529872	0.20038311622402036	1.6091230686734384	9656.787948373541	1045.3873846105225
6498000	-152120.4208197156	-161787.24459718328	9666.823777467696	-161787.24459718328	0.1975972461136477	1.599135969336853	9666.823777467696	1054.270866648762
6499000	-152126.13434506158	-161807.8872840673	9681.752939005732	-161807.8872840673	0.19538435704386659	1.584643565653599	9681.752939005732	996.8845021406561
6500000	-152131.5263031802	-161802.5798745413	9671.05357136108	-161802.5798745413	0.19606908017969005	1.5955821839247637	9671.05357136108	1002.6100123919533
6501000	-152100.16788577026	-161780.78246393413	9680.614578163848	-161780.78246393413	0.1951223347713032	1.5860369762475386	9680.614578163848	1002.3871656202449
6502000	-152105.41497678484	-161797.3721770367	9691.957200251863	-161797.3721770367	0.19398589962045434	1.5747886619517497	9691.957200251863	1003.7031270363815
6503000	-152163.89833069942	-161837.51892631015	9673.620595610728	-161837.51892631015	0.19852048887211893	1.5932073234638753	9673.620595610728	1009.1986872004617
6504000	-152091.52832105214	-161773.2577745245	9681.729453472355	-161773.2577745245	0.19904019193393796	1.5854669569036044	9681.729453472355	1029.0983327091924
6505000	-152111.67717716953	-161784.97209955918	9673.294922389648	-161784.97209955918	0.20361659704539328	1.5935140753001404	9673.294922389648	1038.6925025891103
6506000	-152129.0775281637	-161802.67842980148	9673.600901637777	-161802.67842980148	0.19918967599462178	1.5931345169249322	9673.600901637777	1042.1536690054782
6507000	-152166.94023722666	-161826.02945063615	9659.089213409505	-161826.02945063615	0.2011811463649687	1.6075788308760108	9659.089213409505	1022.5825974129355
6508000	-152120.7622509912	-161796.95123091675	9676.188979925551	-161796.95123091675	0.1997181825935619	1.5905736175252665	9676.188979925551	1045.0666456627664
6509000	-152078.21218088004	-161754.30391204066	9676.091731160612	-161754.30391204066	0.19975821896720203	1.590234949462877	9676.091731160612	995.0429543713784
6510000	-152131.5929647923	-161813.7631133431	9682.170148550787	-161813.7631133431	0.19767267594929758	1.584877841321531	9682.170148550787	1043.8342812901374
6511000	-152099.93967662854	-161784.23054394123	9684.290867312699	-161784.23054394123	0.19726021893408638	1.5829678839709498	9684.290867312699	1026.467160410384
6512000	-152071.0912641481	-161734.2814396507	9663.190175502586	-161734.2814396507	0.2021114428008759	1.6035104967905403	9663.190175502586	1006.9481120010564
6513000	-152102.6509095127	-161792.89934650186	9690.248436989159	-161792.89934650186	0.1921220828976944	1.576335690240602	9690.248436989159	1069.4674531114215
6514000	-152106.99075217167	-161809.48051935586	9702.489767184188	-161809.48051935586	0.19521650661351006	1.565166525673391	9702.489767184188	1023.6333922690088
6515000	-152110.5763361245	-161787.82239184488	9677.246055720367	-161787.82239184488	0.19805710737614593	1.589353520214956	9677.246055720367	1051.5698099251335
6516000	-152116.70645966814	-161800.32081080202	9683.614351133878	-161800.32081080202	0.19810326798728659	1.5835935366784522	9683.614351133878	1037.483069193391
6517000	-152151.36916325017	-161829.29687963906	9677.927716388893	-161829.29687963906	0.1975000314737292	1.588759854161356	9677.927716388893	1050.0015389645657
6518000	-152145.29306626657	-161825.06042165877	9679.767355392181	-161825.06042165877	0.1945970336638346	1.5860448144446895	9679.767355392181	1071.0372058094924
6519000	-152134.0790524639	-161805.42398527754	9671.344932813645	-161805.42398527754	0.2015359177614487	1.5955151607200466	9671.344932813645	1032.4285768155262
6520000	-152159.2531846581	-161833.14851501575	9673.895330357667	-161833.14851501575	0.1944862658403009	1.5930828813106932	9673.895330357667	1018.9529657889497
6521000	-152101.1226200919	-161763.39989399872	9662.277273906846	-161763.39989399872	0.19825833525297112	1.603405784148005	9662.277273906846	980.2753345190521
6522000	-152105.86771942236	-161758.8714168979	9653.003697475539	-161758.8714168979	0.2004208797644508	1.6136340769012294	9653.003697475539	1013.0570732006128
6523000	-152135.15072220194	-161789.80954556898	9654.658823367028	-161789.80954556898	0.20248469965524313	1.6116358280686842	9654.658823367028	990.6093870204647
6524000	-152111.4021154951	-161792.51511850723	9681.113003012131	-161792.51511850723	0.20005343799709452	1.5853738758036058	9681.113003012131	1059.4848472194712
6525000	-152159.41749038987	-161838.10785109244	9678.690360702576	-161838.10785109244	0.1966875630526878	1.5877906580112144	9678.690360702576	1056.4993262772555
6526000	-152153.6804029943	-161815.08298328612	9661.402580291806	-161815.08298328612	0.19979814518716077	1.6053143926588977	9661.402580291806	1022.7929603516595
6527000	-152135.2741368375	-161789.91654273184	9654.64240589431	-161789.91654273184	0.2030407161463892	1.6107914570112363	9654.64240589431	1052.5640743402537
6528000	-152143.37588665422	-161810.08267910246	9666.706792448234	-161810.08267910246	0.1988246252988021	1.599353966151092	9666.706792448234	988.1955646531638
6529000	-152177.69178911956	-161836.47887529893	9658.78708617935	-161836.47887529893	0.20045981807869953	1.6079118643834696	9658.78708617935	1010.0317555416534
6530000	-152085.15416689697	-161774.15949192314	9689.005325026175	-161774.15949192314	0.19543682094384016	1.578359438586306	9689.005325026175	1041.6502102692139
6531000	-152111.90178137706	-161807.18900263935	9695.287221262288	-161807.18900263935	0.1943982843350222	1.570478188847117	9695.287221262288	1089.949205750706
6532000	-152138.27792620307	-161800.9113429973	9662.633416794253	-161800.9113429973	0.1976935013338302	1.604136640966502	9662.633416794253	1018.5232896374636
6533000	-152109.4223666203	-161788.52840001788	9679.106033397571	-161788.52840001788	0.20092750504812654	1.5866398642240864	9679.106033397571	985.6964157228058
6534000	-152108.4230985995	-161785.23014188954	9676.807043290035	-161785.23014188954	0.19903969130903176	1.5902252118074767	9676.807043290035	1032.369396150308
6535000	-152115.20602162124	-161809.58766264984	9694.381641028582	-161809.58766264984	0.19487453427397436	1.572887961290154	9694.381641028582	1015.9235766459527
6536000	-152132.28613906234	-161813.16757544942	9680.881436387068	-161813.16757544942	0.19442562478007458	1.5859873070066561	9680.881436387068	1048.6579149234367
6537000	-152121.06361061236	-161806.0550731718	9684.991462559434	-161806.0550731718	0.1947553518178414	1.5821518598004092	9684.991462559434	1045.0114085417517
6538000	-152136.18040976056	-161814.45978559446	9678.279375833898	-161814.45978559446	0.19506971949004778	1.5880480761632298	9678.279375833898	995.271132388997
6539000	-152163.94776605375	-161840.74822409527	9676.800458041513	-161840.74822409527	0.19592882298477057	1.5866187190105945	9676.800458041513	959.8776440777355
6540000	-152162.4661771987	-161829.9881373555	9667.521960156813	-161829.9881373555	0.19853214899710703	1.5992846889895185	9667.521960156813	1028.2003369795998
6541000	-152111.96087813372	-161785.25084815666	9673.289970022934	-161785.25084815666	0.20117297301337173	1.5927814202883452	9673.289970022934	989.7597857878851
6542000	-152084.53973889627	-161760.43839538278	9675.898656486508	-161760.43839538278	0.20314613592428507	1.591038612438466	9675.898656486508	1037.0295284633664
6543000	-152112.29589888587	-161802.82348849418	9690.527589608315	-161802.82348849418	0.1945749999367524	1.5769043208095996	9690.527589608315	1041.0365165992728
6544000	-152148.28446464232	-161812.28057462213	9663.996109979813	-161812.28057462213	0.19904805662162672	1.602133246846116	9663.996109979813	1047.6541353086955
6545000	-152103.72736948918	-161772.69770903903	9668.97033954985	-161772.69770903903	0.20232582306717128	1.5979184578011714	9668.97033954985	1020.2430900892039
6546000	-152072.71493268706	-161749.18721777582	9676.472285088757	-161749.18721777582	0.20061103029750144	1.590123232648775	9676.472285088757	1050.6423855007374
6547000	-152055.53137298205	-161738.661786025	9683.13041304297	-161738.661786025	0.19927428089382496	1.5834217285828982	9683.13041304297	1000.0690545177176
6548000	-152106.2676820932	-161777.17500346285	9670.907321369641	-161777.17500346285	0.19866685646290172	1.5959472277461746	9670.907321369641	1012.0995772609539
6549000	-152094.02305032383	-161766.8793540337	9672.856303709892	-161766.8793540337	0.19831542628166524	1.5940639095547513	9672.856303709892	1014.9212801494616
6550000	-152092.90630115688	-161768.79706311788	9675.890761960994	-161768.79706311788	0.19832761197334176	1.5907479053747615	9675.890761960994	1048.6137057158605
6551000	-152085.249889018	-161733.57206638015	9648.322177362135	-161733.57206638015	0.20514152471646935	1.6181001340516996	9648.322177362135	993.160622071772
6552000	-152112.65807360664	-161789.28261934046	9676.624545733812	-161789.28261934046	0.19851606603042576	1.5902081581830534	9676.624545733812	1043.1589596988674
6553000	-152128.17189083085	-161804.8540497124	9676.682158881538	-161804.8540497124	0.19719006544335832	1.5898681353669317	9676.682158881538	1052.148801673439
6554000	-152062.68788079807	-161737.20722965192	9674.519348853839	-161737.20722965192	0.19796315315683471	1.591553988165213	9674.519348853839	990.018511546703
6555000	-152061.61231215534	-161743.32252708526	9681.71021492993	-161743.32252708526	0.197080746909152	1.585473902508471	9681.71021492993	1032.6992423218196
6556000	-152053.8997179416	-161730.90444962683	9677.004731685254	-161730.90444962683	0.19837238268812205	1.5891815031578982	9677.004731685254	1060.9440696005413
6557000	-152088.18921267748	-161761.36640447762	9673.177191800149	-161761.36640447762	0.20035441527524578	1.5937592944574432	9673.177191800149	1015.8579415231377
6558000	-152082.2704829963	-161750.15282949508	9667.88234649877	-161750.15282949508	0.19938807976266978	1.5989433072138348	9667.88234649877	1012.708843997629
6559000	-152084.04986602115	-161751.15252447242	9667.102658451275	-161751.15252447242	0.19791968124269532	1.5992507494515773	9667.102658451275	1045.5325879903883
6560000	-152174.4098798678	-161838.26187327836	9663.851993410568	-161838.26187327836	0.19712983770069284	1.6028216510945543	9663.851993410568	1005.2117600586856
6561000	-152150.27792568726	-161829.9633571782	9679.685431490947	-161829.9633571782	0.19575343485949234	1.5867123291148983	9679.685431490947	1059.6851515004294
6562000	-152120.41187141975	-161796.59848518294	9676.186613763199	-161796.59848518294	0.19732593459594547	1.5900625143242781	9676.186613763199	993.5187358379999
6563000	-152163.35895710197	-161839.5365397017	9676.17758259971	-161839.5365397017	0.1959182996797555	1.5908722107994047	9676.17758259971	1026.3314888590728
6564000	-152133.0031587089	-161820.10568319395	9687.102524485072	-161820.10568319395	0.19787999361520042	1.5801322419726713	9687.102524485072	1019.5053826512242
6565000	-152153.87875016834	-161814.0180335047	9660.139283336344	-161814.0180335047	0.20076817718282897	1.606532255232321	9660.139283336344	1006.3537269633969
6566000	-152120.8305005055	-161790.52506442607	9669.694563920579	-161790.52506442607	0.19770504693096905	1.5972077078125564	9669.694563920579	1019.7421820807565
6567000	-152121.51796733748	-161790.23104115692	9668.713073819434	-161790.23104115692	0.1989893107471138	1.5980859186484375	9668.713073819434	1010.120099911452
6568000	-152121.4667936242	-161790.9539068181	9669.487113193893	-161790.9539068181	0.20005091164361702	1.5962718395251692	9669.487113193893	983.622605880281
6569000	-152150.48737499313	-161810.88782502408	9660.400450030944	-161810.88782502408	0.2012394601817944	1.6062937678550233	9660.400450030944	1007.9680431896633
6570000	-152126.2377416744	-161795.7150738157	9669.477332141283	-161795.7150738157	0.19896225570314957	1.5973685761949683	9669.477332141283	1012.727219251644
6571000	-152125.14978570916	-161792.6498267162	9667.500041007024	-161792.6498267162	0.19926691830141938	1.5992544277582046	9667.500041007024	1031.5991338436581
6572000	-152138.59669868258	-161800.68674267665	9662.09004399407	-161800.68674267665	0.20082651578684768	1.603597293548708	9662.09004399407	980.2836719483705
6573000	-152150.17686272776	-161841.63875206918	9691.461889341412	-161841.63875206918	0.19742074782715283	1.5758135960481434	9691.461889341412	1017.787425605307
6574000	-152115.6249551768	-161792.59206737377	9676.96711219696	-161792.59206737377	0.19957124519838235	1.5890429767545011	9676.96711219696	1064.3500536400875
6575000	-152141.77943389202	-161810.60075285516	9668.821318963144	-161810.60075285516	0.1975112357237581	1.5980157421630958	9668.821318963144	1012.6784729032933
6576000	-152151.27276551997	-161807.02781818333	9655.755052663357	-161807.02781818333	0.2009275554944238	1.6104797695147828	9655.755052663357	1036.562499421665
6577000	-152117.80340056765	-161803.41940830936	9685.616007741723	-161803.41940830936	0.196885733298024	1.5816877414200397	9685.616007741723	1028.3945392946337
6578000	-152105.20559976462	-161764.8743642643	9659.668764499691	-161764.8743642643	0.20006493179587245	1.6067913623386205	9659.668764499691	1033.6552220255423
6579000	-152116.37302178406	-161795.79386249444	9679.420840710385	-161795.79386249444	0.19569190747694348	1.5872591350264786	9679.420840710385	1003.1864562182454
6580000	-152143.01103181677	-161808.95933836693	9665.948306550144	-161808.95933836693	0.1973799932364079	1.6003252602952922	9665.948306550144	992.5202384017202
6581000	-152151.90880173323	-161822.3815688332	9670.47276709997	-161822.3815688332	0.19774889299860132	1.5963563060213983	9670.47276709997	1032.651963556082
6582000	-152115.99315590953	-161802.83030127562	9686.837145366102	-161802.83030127562	0.1978095276170454	1.5804263815560713	9686.837145366102	1021.4374907044903
6583000	-152144.34702338796	-161808.04133645789	9663.694313069907	-161808.04133645789	0.19886581052928537	1.6030466464193316	9663.694313069907	1025.4425044885284
6584000	-152089.63849851032	-161758.5772214357	9668.93872292537	-161758.5772214357	0.19907042335664976	1.5978715356794857	9668.93872292537	1010.6766938964192
6585000	-152152.3876011253	-161828.40158466267	9676.01398353738	-161828.40158466267	0.1951482702519604	1.5910312521026626	9676.01398353738	1023.7290077609731
6586000	-152114.08200510172	-161792.0901505923	9678.008145490589	-161792.0901505923	0.20088397208726735	1.5865342553752908	9678.008145490589	1087.4471008595408
6587000	-152121.04512689172	-161780.91419959872	9659.86907270699	-161780.91419959872	0.19975258999872203	1.6067086318438022	9659.86907270699	1001.2389274381667
6588000	-152094.9982522157	-161751.3177063951	9656.319454179382	-161751.3177063951	0.19882179035909692	1.6096985049978927	9656.319454179382	1042.5810105710525
6589000	-152123.3384684563	-161788.74963658018	9665.411168123892	-161788.74963658018	0.19998601546320624	1.5976267352109508	9665.411168123892	952.2795520155714
6590000	-152148.54173362433	-161819.45108775893	9670.9093541346	-161819.45108775893	0.1960101610821301	1.5954338936470822	9670.9093541346	994.8331192489602
6591000	-152148.47829834244	-161810.54262876138	9662.06433041895	-161810.54262876138	0.19989322459319953	1.604361029741827	9662.06433041895	995.8839978347389
6592000	-152149.83777127074	-161808.1316647776	9658.293893506858	-161808.1316647776	0.20012838873141162	1.6072804815168549	9658.293893506858	1053.319629817407
6593000	-152063.06481717952	-161708.94150579686	9645.876688617353	-161708.94150579686	0.2036728218996094	1.620090325346509	9645.876688617353	1034.714077825623
6594000	-152087.44092345767	-161746.6643773954	9659.223453937728	-161746.6643773954	0.20292928437837937	1.6071551460219275	9659.223453937728	994.0679382977683
6595000	-152106.9081683717	-161779.85757507445	9672.949406702743	-161779.85757507445	0.19453072109864022	1.5932616632386485	9672.949406702743	1055.6985000675425
6596000	-152064.74568263584	-161726.24443347094	9661.498750835093	-161726.24443347094	0.20100064335025702	1.6051549163743501	9661.498750835093	1004.771233959956
6597000	-152096.1191677376	-161745.30903172257	9649.189863984957	-161745.30903172257	0.2022922675557429	1.616314632518459	9649.189863984957	972.2991286355574
6598000	-152023.7806404763	-161699.6521516328	9675.871511156492	-161699.6521516328	0.20402209806471056	1.5910106963201938	9675.871511156492	1010.6195923562028
6599000	-152062.80460266108	-161741.77409806816	9678.969495407062	-161741.77409806816	0.19435368132959635	1.5879831522806502	9678.969495407062	1042.1501745779308
