#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:all_aligned_unique" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:all_aligned_unique" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:all_aligned_unique" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.all_aligned_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:all_aligned_unique" name="distribution" x="@birthRate.t:all_aligned_unique">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@all_aligned_unique" id="treeLikelihood.all_aligned_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:all_aligned_unique">
#            <siteModel id="SiteModel.s:all_aligned_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:all_aligned_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:all_aligned_unique" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:all_aligned_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:all_aligned_unique" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:all_aligned_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:all_aligned_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
1201000	-157445.00139697772	-167069.92661200283	9624.92521502511	-167069.92661200283	0.19635070724895548	1.6416583042126562	9624.92521502511	993.3733300684361
1202000	-157377.52362194835	-167013.9321411376	9636.408519189239	-167013.9321411376	0.1942059090480654	1.6300948799437163	9636.408519189239	993.0828529864311
1203000	-157354.50698285838	-166979.75029071636	9625.243307857969	-166979.75029071636	0.2024725273567971	1.6412522202634627	9625.243307857969	1003.9587067396669
1204000	-157345.24641093542	-166979.49742280942	9634.25101187399	-166979.49742280942	0.19668523619912653	1.631398420766697	9634.25101187399	966.9193711542324
1205000	-157420.6009428003	-167041.65226400242	9621.051321202134	-167041.65226400242	0.19799326150522276	1.644339979368152	9621.051321202134	1030.6159116424785
1206000	-157408.1041698109	-167060.47846588228	9652.374296071372	-167060.47846588228	0.19350947110711703	1.6134800245755854	9652.374296071372	1042.6342863009281
1207000	-157362.59553345444	-166990.2537115632	9627.658178108744	-166990.2537115632	0.19902225139002006	1.638771196502296	9627.658178108744	982.3699379290734
1208000	-157327.59469096645	-166966.8194952555	9639.224804289048	-166966.8194952555	0.19752619690359532	1.6270270973585068	9639.224804289048	983.2806922857658
1209000	-157403.14460486063	-167015.59631477518	9612.45170991453	-167015.59631477518	0.1989413489601238	1.6541401111257834	9612.45170991453	974.1153723711725
1210000	-157380.7293894017	-167008.9235076187	9628.194118216974	-167008.9235076187	0.19763118452805564	1.6383066989674984	9628.194118216974	1004.4104728919748
1211000	-157354.14336627777	-166990.63109660687	9636.487730329092	-166990.63109660687	0.19636425933932122	1.6299002834257021	9636.487730329092	1014.8104898247637
1212000	-157374.0344355406	-167010.83370547075	9636.799269930136	-167010.83370547075	0.1982513532075677	1.6277844637349497	9636.799269930136	953.5526410682426
1213000	-157373.0303883179	-167019.57604885162	9646.545660533748	-167019.57604885162	0.19530925687520156	1.6198116517619034	9646.545660533748	1023.9155806647727
1214000	-157354.1871926367	-166985.3582603241	9631.171067687426	-166985.3582603241	0.1974234904638284	1.6350922171412088	9631.171067687426	978.7824645250986
1215000	-157385.95546574265	-167023.8169883189	9637.86152257626	-167023.8169883189	0.19584456454202845	1.6282014085359753	9637.86152257626	1026.4319115005724
1216000	-157384.04475637863	-166995.12389553673	9611.079139158102	-166995.12389553673	0.1988305625570526	1.6550448291294217	9611.079139158102	1012.4538211545843
1217000	-157387.62286066066	-167017.0277533544	9629.404892693747	-167017.0277533544	0.19723015859725762	1.6364980962118343	9629.404892693747	968.6586821437896
1218000	-157341.6541452308	-166989.11629088665	9647.462145655842	-166989.11629088665	0.19610681618621967	1.6186386203016794	9647.462145655842	1032.6709784076797
1219000	-157388.02585342288	-167014.3530613751	9626.32720795221	-167014.3530613751	0.19918908922394915	1.6401346249656525	9626.32720795221	982.7957489152449
1220000	-157389.99961614615	-167009.5208735115	9619.52125736536	-167009.5208735115	0.19820221110251174	1.6462472735181266	9619.52125736536	1023.0912728599229
1221000	-157388.09360614527	-167003.7257057496	9615.63209960432	-167003.7257057496	0.19898578743130796	1.6481875301129716	9615.63209960432	1048.9005956761225
1222000	-157368.08756248368	-167016.3535533439	9648.26599086023	-167016.3535533439	0.1957016759930632	1.6179240961297672	9648.26599086023	1030.8957627632408
1223000	-157290.4360364139	-166916.0887594886	9625.652723074687	-166916.0887594886	0.1990214959169997	1.6400114042053437	9625.652723074687	1028.0887942743702
1224000	-157239.84990876744	-166861.24084764963	9621.390938882187	-166861.24084764963	0.20008496078886445	1.6450575422664526	9621.390938882187	1005.4338554319645
1225000	-157213.94596075336	-166857.86534631808	9643.919385564726	-166857.86534631808	0.19606234649665194	1.6222834251372542	9643.919385564726	1026.9233570438523
1226000	-157227.18053469557	-166866.5677679226	9639.387233227015	-166866.5677679226	0.19857874751727175	1.6269224714125743	9639.387233227015	985.2561273799056
1227000	-157242.9822181103	-166865.65667798504	9622.67445987476	-166865.65667798504	0.19769277895283202	1.6433262690803991	9622.67445987476	1019.5378422662405
1228000	-157288.11882342506	-166917.72342579928	9629.604602374222	-166917.72342579928	0.1960653576094229	1.6364995209089	9629.604602374222	1020.3399388942512
1229000	-157236.4926669639	-166877.71690313023	9641.224236166352	-166877.71690313023	0.1992033779466454	1.6252836428218418	9641.224236166352	995.6004243997038
1230000	-157288.1194821479	-166910.1929332764	9622.073451128523	-166910.1929332764	0.20049555717719897	1.6444518172431355	9622.073451128523	982.104656060386
1231000	-157248.7772579181	-166886.12359351836	9637.346335600283	-166886.12359351836	0.1973961400393856	1.6279759322683194	9637.346335600283	1041.2618102836466
1232000	-157266.16206786563	-166913.09295688712	9646.930889021485	-166913.09295688712	0.1966342856849101	1.619525277873243	9646.930889021485	1020.0132914085578
1233000	-157235.679753216	-166863.12177778277	9627.442024566768	-166863.12177778277	0.19922145442484585	1.6385301549026594	9627.442024566768	1022.5114033838546
1234000	-157210.4351693743	-166837.29314269623	9626.857973321914	-166837.29314269623	0.19997900265278257	1.63953876456054	9626.857973321914	1009.4104724466464
1235000	-157243.4466332455	-166882.85368513092	9639.407051885422	-166882.85368513092	0.19630408049391088	1.6267481070428715	9639.407051885422	980.5927556899585
1236000	-157245.4343706839	-166871.84757907092	9626.413208387017	-166871.84757907092	0.19982756944552402	1.640073208687424	9626.413208387017	984.1971894951693
1237000	-157202.49930173645	-166818.41510087205	9615.915799135615	-166818.41510087205	0.2015203895025277	1.65052850296045	9615.915799135615	972.0068103427867
1238000	-157147.9723609556	-166785.0048871183	9637.032526162673	-166785.0048871183	0.19947665921432128	1.629190355726311	9637.032526162673	981.198115712165
1239000	-157066.44345834418	-166705.3553682648	9638.911909920638	-166705.3553682648	0.20027321349747373	1.6276151016855083	9638.911909920638	1007.6788002385393
1240000	-157122.27487582507	-166768.58838462143	9646.313508796367	-166768.58838462143	0.20024797277294165	1.6194484542796914	9646.313508796367	975.3814981614514
1241000	-157081.27603636563	-166725.09017546283	9643.814139097207	-166725.09017546283	0.1999757601365623	1.6225680001094338	9643.814139097207	1020.560536771715
1242000	-157095.75386558985	-166731.69121721084	9635.937351621	-166731.69121721084	0.2010182066636386	1.6290652614591679	9635.937351621	1045.4349803416983
1243000	-157090.62789014945	-166722.29752462043	9631.669634470967	-166722.29752462043	0.1955708568140177	1.6345874271581657	9631.669634470967	1016.9275850286939
1244000	-157112.46562293544	-166735.17679245307	9622.711169517623	-166735.17679245307	0.20024947411126648	1.6438756573101918	9622.711169517623	996.070948874227
1245000	-157079.8180469555	-166712.54550383266	9632.727456877168	-166712.54550383266	0.1986849061379319	1.6324375280858374	9632.727456877168	958.515486450276
1246000	-157071.73429031787	-166714.0220886244	9642.287798306514	-166714.0220886244	0.1971349465959585	1.6242263414386071	9642.287798306514	1011.9603707296235
1247000	-157062.89128297684	-166682.21111639476	9619.319833417912	-166682.21111639476	0.200389878415298	1.6473036137795967	9619.319833417912	987.3404141046294
1248000	-156997.55577476873	-166627.4328636614	9629.877088892694	-166627.4328636614	0.19814490590298087	1.6355567210947046	9629.877088892694	1034.651646705251
1249000	-157047.64442504567	-166680.7249418284	9633.080516782737	-166680.7249418284	0.19781485560982648	1.6331020494259612	9633.080516782737	977.6573697631924
1250000	-156984.63842795786	-166610.67497362645	9626.036545668587	-166610.67497362645	0.20062447987005486	1.6402982656815903	9626.036545668587	977.3549882758305
1251000	-156974.94507254363	-166616.0887438493	9641.14367130568	-166616.0887438493	0.19677583559123488	1.6254013358337922	9641.14367130568	999.3697111807639
1252000	-156959.75707478783	-166578.4868811326	9618.729806344742	-166578.4868811326	0.20098823326413942	1.6477056311724818	9618.729806344742	1005.3810367426045
1253000	-157004.58530953643	-166646.8693066704	9642.283997133993	-166646.8693066704	0.1934135125146171	1.6242703187229484	9642.283997133993	1000.911283557377
1254000	-156956.81322271872	-166594.5906623894	9637.777439670706	-166594.5906623894	0.19429443004343028	1.6268559895231625	9637.777439670706	1051.992007563224
1255000	-156923.70353772602	-166562.07204893226	9638.368511206252	-166562.07204893226	0.195043741357486	1.627635031060533	9638.368511206252	1028.2876454016446
1256000	-156905.428624703	-166529.4595140599	9624.030889356918	-166529.4595140599	0.20050560308264195	1.641926862227767	9624.030889356918	1021.1561979300766
1257000	-156914.00107740113	-166557.00502622168	9643.003948820551	-166557.00502622168	0.19724790176685036	1.6235532031282427	9643.003948820551	1001.2977668027731
1258000	-156911.087427993	-166550.27301861852	9639.185590625522	-166550.27301861852	0.1965126270482191	1.6272820304364022	9639.185590625522	1012.5815216483691
1259000	-156924.72110016056	-166564.51115095266	9639.790050792106	-166564.51115095266	0.19731811519263753	1.626434975154689	9639.790050792106	982.762115968166
1260000	-156954.48285643855	-166570.9063513384	9616.423494899858	-166570.9063513384	0.20028407724711028	1.649902071090181	9616.423494899858	968.7320081859307
1261000	-156997.22125224516	-166624.7319261113	9627.510673866132	-166624.7319261113	0.19815303081344945	1.6381888617611264	9627.510673866132	1028.3924376646703
1262000	-156972.33702245262	-166603.2441048722	9630.907082419573	-166603.2441048722	0.20081754787156691	1.6356446723481801	9630.907082419573	995.0360918554233
1263000	-156940.34383461127	-166584.05826700755	9643.714432396295	-166584.05826700755	0.19729057430616115	1.6225173984989447	9643.714432396295	984.8669885943515
1264000	-156961.12180611305	-166610.36388885893	9649.24208274588	-166610.36388885893	0.19278884367283608	1.6173172305411117	9649.24208274588	1000.8023182579947
1265000	-156973.20914379778	-166586.4141848086	9613.205041010819	-166586.4141848086	0.2028322926137082	1.6488499080833505	9613.205041010819	916.8008718292591
1266000	-156895.2497084955	-166541.67834346174	9646.428634966236	-166541.67834346174	0.20113009808072274	1.6190719349333398	9646.428634966236	1044.68302124898
1267000	-156856.9621010919	-166500.91990949214	9643.95780840023	-166500.91990949214	0.19329738012475936	1.6221428715088029	9643.95780840023	1029.8520896927055
1268000	-156882.78476461876	-166517.23984352	9634.455078901234	-166517.23984352	0.1986531892063668	1.6304617436446642	9634.455078901234	1045.7515126105534
1269000	-156912.16621665764	-166519.09674870656	9606.930532048933	-166519.09674870656	0.19988518465287103	1.6580247011210674	9606.930532048933	938.0190044808066
1270000	-156869.26915693659	-166504.1798123554	9634.910655418811	-166504.1798123554	0.19476900759173021	1.6305596943809872	9634.910655418811	964.3324627957185
1271000	-156873.74824823622	-166500.84747788406	9627.09922964783	-166500.84747788406	0.19572145238113842	1.6391630087047844	9627.09922964783	1014.4503353173075
1272000	-156784.5748724073	-166425.37964264886	9640.804770241539	-166425.37964264886	0.19930985697023193	1.6257458969011858	9640.804770241539	1006.1045256117337
1273000	-156810.38523853326	-166443.2708529433	9632.885614410048	-166443.2708529433	0.19863579433673711	1.6327100099925613	9632.885614410048	965.1717560465361
1274000	-156844.1763618709	-166472.3105543307	9628.134192459798	-166472.3105543307	0.20002516671662232	1.6382717139960232	9628.134192459798	1009.5325100526551
1275000	-156865.16241442846	-166507.96866510785	9642.806250679387	-166507.96866510785	0.1946345333499835	1.6237444161615626	9642.806250679387	1008.6922488716492
1276000	-156795.63800117827	-166417.6061275707	9621.968126392443	-166417.6061275707	0.20243867365875845	1.6442308307875113	9621.968126392443	1014.1758070998575
1277000	-156837.77044779772	-166482.81690189918	9645.046454101464	-166482.81690189918	0.19797425622068002	1.6211311121778338	9645.046454101464	983.9349794426328
1278000	-156793.44938913212	-166431.2885514502	9637.839162318094	-166431.2885514502	0.2000320398330339	1.6286981155660145	9637.839162318094	1005.4488783944729
1279000	-156785.1298257141	-166425.3893321674	9640.259506453294	-166425.3893321674	0.19933360990464466	1.626021389009049	9640.259506453294	1021.614043749448
1280000	-156871.56834576553	-166498.86525206652	9627.296906300982	-166498.86525206652	0.1997451209469	1.6385983462535534	9627.296906300982	967.0783663681483
1281000	-156763.85390996197	-166402.67363154268	9638.819721580716	-166402.67363154268	0.19566482496510235	1.6277301092850003	9638.819721580716	1003.6967213975872
1282000	-156787.73151324986	-166428.28739719058	9640.555883940704	-166428.28739719058	0.19988400516809224	1.6257050185274304	9640.555883940704	1022.5110381635061
1283000	-156774.14645814156	-166425.1674323863	9651.020974244759	-166425.1674323863	0.19708903548725282	1.615236701774334	9651.020974244759	988.4648477823469
1284000	-156807.51438739002	-166432.6439282779	9625.129540887861	-166432.6439282779	0.20271001787159168	1.639213321104885	9625.129540887861	1047.8899872798966
1285000	-156818.30865978688	-166444.5413952948	9626.232735507921	-166444.5413952948	0.20421307635343067	1.6402754574084233	9626.232735507921	1003.3813810785496
1286000	-156783.94192165934	-166402.99117619992	9619.049254540589	-166402.99117619992	0.1974628717342276	1.646181706831971	9619.049254540589	1032.2185893773412
1287000	-156691.866877114	-166343.15732290165	9651.290445787647	-166343.15732290165	0.1973955121201041	1.614249682301095	9651.290445787647	973.7982214280713
1288000	-156697.39496223175	-166330.32472837094	9632.929766139192	-166330.32472837094	0.19961651547660952	1.6328202066493123	9632.929766139192	967.9269915285155
1289000	-156674.20082800652	-166327.38385912278	9653.18303111626	-166327.38385912278	0.1946857408329821	1.6134506508735136	9653.18303111626	1014.4693850526746
1290000	-156720.92319408714	-166344.05603009145	9623.132836004312	-166344.05603009145	0.20152163930072467	1.6432724196658695	9623.132836004312	977.4767574507724
1291000	-156746.62871941237	-166389.09970180658	9642.470982394198	-166389.09970180658	0.19532300934798116	1.6240854059331187	9642.470982394198	1007.2383381167771
1292000	-156737.41552124394	-166364.37604132548	9626.960520081544	-166364.37604132548	0.19892196873485535	1.6391687486779012	9626.960520081544	1018.3076602165929
1293000	-156696.11991814873	-166338.18627320664	9642.066355057916	-166338.18627320664	0.1973794627894177	1.6242612047674816	9642.066355057916	987.1899305235082
1294000	-156757.6121984546	-166400.30477270554	9642.692574250945	-166400.30477270554	0.1941173388960667	1.6236339842835639	9642.692574250945	1021.8314835769144
1295000	-156661.08591843722	-166313.76021815283	9652.674299715603	-166313.76021815283	0.19470131106644475	1.6138654471834488	9652.674299715603	999.4809695247354
1296000	-156670.06336970977	-166302.6725508655	9632.609181155742	-166302.6725508655	0.20109363202042907	1.6338914365861346	9632.609181155742	1006.1298806152327
1297000	-156670.1559686937	-166294.3068591147	9624.150890421019	-166294.3068591147	0.19891663168821558	1.6423652801665138	9624.150890421019	1002.4472270730141
1298000	-156614.5082314189	-166252.3876521632	9637.879420744272	-166252.3876521632	0.19771995979041318	1.6285966156507794	9637.879420744272	991.9279910926922
1299000	-156618.4726811469	-166261.22861501074	9642.755933863848	-166261.22861501074	0.19541218571168778	1.6236193596671882	9642.755933863848	1019.9700693454106
1300000	-156604.33263549567	-166252.5516134478	9648.218977952141	-166252.5516134478	0.20061647988131323	1.6182740773432849	9648.218977952141	1019.3824415606568
1301000	-156538.8716217932	-166181.9666362449	9643.095014451726	-166181.9666362449	0.20109809233781262	1.622948389941584	9643.095014451726	979.6682342722066
1302000	-156560.62902188773	-166186.58083541517	9625.95181352743	-166186.58083541517	0.19952778231342405	1.6396419029399394	9625.95181352743	1029.5752957076934
1303000	-156557.28420353268	-166213.5952395299	9656.311035997243	-166213.5952395299	0.1946966280088708	1.6096471926173392	9656.311035997243	1043.919331107964
1304000	-156513.78445229842	-166164.49627848924	9650.71182619083	-166164.49627848924	0.19619611765783954	1.6155438619343336	9650.71182619083	988.3050969430604
1305000	-156448.43038576594	-166087.96250324562	9639.532117479674	-166087.96250324562	0.19828852936813854	1.6259965603320483	9639.532117479674	967.8856924036037
1306000	-156414.37144485512	-166068.0159316106	9653.644486755471	-166068.0159316106	0.19999304689212166	1.6129450949218689	9653.644486755471	1002.5482341472551
1307000	-156370.2349263204	-166027.73042755103	9657.495501230605	-166027.73042755103	0.1977774947130474	1.6085804642847916	9657.495501230605	1042.3447567198975
1308000	-156412.3026133107	-166037.36952895118	9625.066915640482	-166037.36952895118	0.2010479724062316	1.641479953557043	9625.066915640482	1000.187237119045
1309000	-156407.4400986789	-166048.28236490174	9640.842266222831	-166048.28236490174	0.1998844241535245	1.6256825396317693	9640.842266222831	996.9273130646108
1310000	-156291.361323858	-165943.5573769843	9652.196053126294	-165943.5573769843	0.1944475938193238	1.6143143996259948	9652.196053126294	997.9116315201064
1311000	-156316.70415755967	-165940.25301347606	9623.548855916386	-165940.25301347606	0.2028544212788807	1.6419505746744187	9623.548855916386	957.5208404357958
1312000	-156199.66801240074	-165854.3819740793	9654.713961678557	-165854.3819740793	0.19968632961419755	1.6117791441688398	9654.713961678557	997.3890299554856
1313000	-156254.86996895415	-165885.38101745065	9630.51104849649	-165885.38101745065	0.19637911710185918	1.6357639976992515	9630.51104849649	978.7011838244906
1314000	-156217.58716994373	-165869.56805653856	9651.980886594842	-165869.56805653856	0.1951010683210235	1.6144113733095151	9651.980886594842	1027.7620081642629
1315000	-156223.11997903712	-165884.22698768383	9661.107008646713	-165884.22698768383	0.19148876129010928	1.605508576786507	9661.107008646713	1028.9837741383076
1316000	-156252.95192244797	-165880.11341974334	9627.161497295363	-165880.11341974334	0.19860663617859436	1.6388518306198956	9627.161497295363	1021.3828755385374
1317000	-156240.74782132832	-165875.97090054426	9635.223079215943	-165875.97090054426	0.19713951240540947	1.6312882406708589	9635.223079215943	993.0527642172866
1318000	-156235.5272571097	-165866.17948563606	9630.652228526376	-165866.17948563606	0.1986220452388791	1.635405361074591	9630.652228526376	972.8829628288405
1319000	-156261.592469335	-165905.38999427372	9643.797524938698	-165905.38999427372	0.1956737548743582	1.6221760516912698	9643.797524938698	978.430416004447
1320000	-156193.1432017829	-165847.4385395126	9654.29533772972	-165847.4385395126	0.19555892279926337	1.6123591951314706	9654.29533772972	1010.1146229283796
1321000	-156211.8373733625	-165854.8281387285	9642.99076536602	-165854.8281387285	0.19830597339877168	1.6221486305231396	9642.99076536602	1048.203909039382
1322000	-156180.99646048257	-165833.02408724916	9652.0276267666	-165833.02408724916	0.19743578984565716	1.6145745885790663	9652.0276267666	1016.3035696184324
1323000	-156234.49621454455	-165858.64419298596	9624.147978441413	-165858.64419298596	0.20203252197263355	1.6424000277141648	9624.147978441413	986.0762264055044
1324000	-156229.7143882841	-165855.02499146876	9625.310603184651	-165855.02499146876	0.199703292057845	1.6412586652250034	9625.310603184651	989.9870744356786
1325000	-156221.5316151967	-165869.11921751636	9647.587602319662	-165869.11921751636	0.19692588290253252	1.6187425213114854	9647.587602319662	989.5172713142756
1326000	-156240.26548709444	-165872.92736575802	9632.661878663585	-165872.92736575802	0.1998635785419186	1.6334257764740467	9632.661878663585	1022.4965568989747
1327000	-156211.40890894644	-165845.97437418674	9634.565465240317	-165845.97437418674	0.19932518275738936	1.63170672555488	9634.565465240317	1018.0963704131224
1328000	-156256.564402279	-165891.5038922761	9634.939489997083	-165891.5038922761	0.199170582127155	1.631607360269881	9634.939489997083	1001.2414263009774
1329000	-156242.71406282482	-165868.31498960822	9625.600926783409	-165868.31498960822	0.19997901116740457	1.6409687200878786	9625.600926783409	990.5269566294066
1330000	-156219.5720029932	-165858.76450274847	9639.192499755283	-165858.76450274847	0.1990164916568905	1.6266425894179959	9639.192499755283	1032.7593154053322
1331000	-156242.70550199377	-165852.49747938802	9609.791977394267	-165852.49747938802	0.2023694135648805	1.6569470003136737	9609.791977394267	980.2516924330299
1332000	-156223.94841239316	-165872.13853725282	9648.190124859642	-165872.13853725282	0.1966975593497948	1.6179326630451811	9648.190124859642	983.8496060664645
1333000	-156211.40091380247	-165846.91382326387	9635.512909461382	-165846.91382326387	0.19689478760068008	1.6302273090229928	9635.512909461382	1032.3136149835468
1334000	-156225.05548351858	-165849.04621938735	9623.990735868776	-165849.04621938735	0.20402627521655115	1.641666233235087	9623.990735868776	960.3886476250057
1335000	-156095.70504383594	-165738.24528135915	9642.540237523217	-165738.24528135915	0.19407192430948733	1.6237301478839967	9642.540237523217	985.5023281384364
1336000	-156097.15824238406	-165721.06210577607	9623.903863392012	-165721.06210577607	0.2024516895627517	1.6415379530649372	9623.903863392012	1031.2092500199958
1337000	-156112.95618707486	-165750.31203832256	9637.35585124771	-165750.31203832256	0.19645937504330632	1.6291888828433174	9637.35585124771	1003.6252147189016
1338000	-156098.1762129217	-165736.19297823482	9638.016765313097	-165736.19297823482	0.19937784612582596	1.628441320383643	9638.016765313097	1012.2925541274823
1339000	-156080.84632948748	-165730.51029652348	9649.663967036005	-165730.51029652348	0.19501794913337908	1.616779867356532	9649.663967036005	1023.316876011269
1340000	-156095.90118569383	-165739.4294988802	9643.52831318636	-165739.4294988802	0.1948852825616502	1.6207686834135917	9643.52831318636	1060.5133469489629
1341000	-156101.5053274297	-165741.93751610917	9640.432188679473	-165741.93751610917	0.1969121487925961	1.6260581478908538	9640.432188679473	1012.0915458360395
1342000	-156115.92478621195	-165720.37036721074	9604.445580998778	-165720.37036721074	0.20234827858464075	1.6613880206253635	9604.445580998778	1016.3987116569816
1343000	-156086.22986390555	-165712.8475591996	9626.617695294046	-165712.8475591996	0.19908203227722446	1.6396833556786472	9626.617695294046	976.686607250467
1344000	-156031.7642448547	-165669.5135270878	9637.749282233104	-165669.5135270878	0.19875373830093554	1.628013349211857	9637.749282233104	970.9956391422833
1345000	-156079.24067839628	-165712.82852935424	9633.58785095797	-165712.82852935424	0.19774152835520717	1.6325836082234968	9633.58785095797	977.6707198520672
1346000	-156095.2966859558	-165729.25819153196	9633.961505576155	-165729.25819153196	0.19892075107552748	1.6324565750138995	9633.961505576155	1011.8451915018478
1347000	-156048.65909539405	-165698.08151351605	9649.422418122018	-165698.08151351605	0.197447059472416	1.6171693733347643	9649.422418122018	1004.0856688186267
1348000	-156019.14004695456	-165667.7065550869	9648.566508132315	-165667.7065550869	0.19843097503088514	1.618007524435713	9648.566508132315	1013.8253507063854
1349000	-156068.8096549224	-165709.72059930538	9640.910944382978	-165709.72059930538	0.19792052889246817	1.6245504424435644	9640.910944382978	967.54312785154
1350000	-156005.1586848328	-165639.30672936293	9634.148044530126	-165639.30672936293	0.1993092166683936	1.6323191113076339	9634.148044530126	989.1915001957123
1351000	-156020.47064638874	-165669.43310219806	9648.96245580932	-165669.43310219806	0.19383256416053038	1.6174905995404012	9648.96245580932	1022.1841695326588
1352000	-155962.81408239598	-165616.39050703717	9653.57642464117	-165616.39050703717	0.19539642169627416	1.6123854214976412	9653.57642464117	1041.3424233058606
1353000	-155933.71969682278	-165573.5821496297	9639.862452806932	-165573.5821496297	0.19977279427043562	1.6266906990083694	9639.862452806932	1003.968612549615
1354000	-155900.39773556785	-165537.24083137524	9636.843095807397	-165537.24083137524	0.20077712087641636	1.6295714988589873	9636.843095807397	988.059307789556
1355000	-155871.73480299526	-165534.01585828597	9662.281055290712	-165534.01585828597	0.19642338877130502	1.6043174292860176	9662.281055290712	1031.4262076650002
1356000	-155839.4771111727	-165488.9057632675	9649.428652094814	-165488.9057632675	0.1980293097276707	1.6170668313493712	9649.428652094814	996.7780135221734
1357000	-155788.9168178127	-165430.06630454675	9641.14948673407	-165430.06630454675	0.19762053517352948	1.623881091822449	9641.14948673407	961.4519927774879
1358000	-155788.7293833612	-165418.28865042955	9629.55926706835	-165418.28865042955	0.19975571988247984	1.6368423554994402	9629.55926706835	1010.3503905100009
1359000	-155770.19982520764	-165417.324007013	9647.124181805342	-165417.324007013	0.19949674661836853	1.6185850176722714	9647.124181805342	974.7989053858878
1360000	-155770.78830784405	-165415.42684462853	9644.63853678447	-165415.42684462853	0.19873934374612373	1.621832172670099	9644.63853678447	994.3380148991787
1361000	-155814.9629471563	-165454.7802485389	9639.817301382596	-165454.7802485389	0.20158780706490134	1.625956552360725	9639.817301382596	1034.5024135099127
1362000	-155767.81600959325	-165403.86828116924	9636.052271576	-165403.86828116924	0.19851568414150633	1.6294404903981095	9636.052271576	965.3544684256965
1363000	-155761.29604001614	-165410.76050407442	9649.464464058277	-165410.76050407442	0.1977934779303699	1.6171267852662916	9649.464464058277	1013.184051771734
1364000	-155825.01543618346	-165448.5826493948	9623.567213211343	-165448.5826493948	0.19826720760140354	1.642669254430004	9623.567213211343	1013.7250845338483
1365000	-155788.08538335733	-165450.08266922098	9661.997285863656	-165450.08266922098	0.19572491276590553	1.6047020752777788	9661.997285863656	1025.4057376808244
1366000	-155788.92343889014	-165433.50037206698	9644.576933176853	-165433.50037206698	0.19809297588549507	1.6219946751200989	9644.576933176853	1007.2061586220988
1367000	-155758.0058388562	-165383.92680392315	9625.92096506697	-165383.92680392315	0.20082152908282888	1.6378058840036052	9625.92096506697	1055.732678704191
1368000	-155766.0969822963	-165418.8924674011	9652.79548510482	-165418.8924674011	0.19648405834517582	1.6138150982435038	9652.79548510482	1016.7343158545935
1369000	-155752.04560707937	-165395.88946357765	9643.843856498268	-165395.88946357765	0.19727962730509482	1.6222791874476745	9643.843856498268	981.9636367895373
1370000	-155711.72167138162	-165360.15210931606	9648.430437934445	-165360.15210931606	0.19785639859273252	1.6175900184787109	9648.430437934445	1035.5098175599826
1371000	-155656.0148525244	-165303.6217948425	9647.60694231811	-165303.6217948425	0.19701229178925533	1.6187646200122663	9647.60694231811	990.9732270416891
1372000	-155678.63072381198	-165318.7736307161	9640.14290690413	-165318.7736307161	0.19711233891995733	1.6263970497077076	9640.14290690413	1007.1958830456306
1373000	-155734.88853208488	-165369.84429748653	9634.955765401652	-165369.84429748653	0.19658911152334638	1.6296752684397637	9634.955765401652	953.0537039014688
1374000	-155722.0719419279	-165361.56513561643	9639.493193688531	-165361.56513561643	0.19730775281943697	1.6258549232772044	9639.493193688531	1042.285246611215
1375000	-155715.5464781301	-165356.282542973	9640.736064842893	-165356.282542973	0.19609775936426863	1.6244067956071664	9640.736064842893	962.7509189400005
1376000	-155748.59629137872	-165381.08430126598	9632.488009887247	-165381.08430126598	0.19945984353554067	1.6340540366698133	9632.488009887247	994.6980135406742
