Filename,Reference,Count
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A10.counts.txt,AY380446.1,41
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A10.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,AY380446.1,2165
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,NC_034297.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,mtdna2018_Pulicaria_Pond22_53,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,AF523699.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,AY380443.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A11.counts.txt,AY380453.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A12.counts.txt,AY380446.1,1996
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A12.counts.txt,mtdna_D8_119,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A12.counts.txt,NC_034297.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A12.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A12.counts.txt,AY380443.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,AY380453.1,147
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,KP296147.1,30
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,ElvisCOI,5
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,AY380446.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,mtdna_D8_119,3
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A1.counts.txt,AY380454.1,1
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,AY380453.1,104
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,KP296147.1,27
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,ElvisCOI,17
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,AY380454.1,5
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,AY380446.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,MW201533.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A2.counts.txt,PP824112.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,AY380446.1,2014
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,NC_034297.1,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,mtdna2018_Pulicaria_Pond22_53,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,AY380443.1,5
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A3.counts.txt,AY380454.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A4.counts.txt,AY380446.1,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,AY380446.1,4138
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,NC_034297.1,34
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,mtdna_D8_119,20
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,mtdna2018_Pulicaria_Pond22_53,12
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,AY380443.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,AY380454.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A5.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A6.counts.txt,AY380446.1,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,AY380446.1,2093
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,AY380443.1,20
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,NC_034297.1,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,mtdna2018_Pulicaria_Pond22_53,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,mtdna_D8_119,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,AY380453.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,OQ713637.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A7.counts.txt,KP296147.1,1
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,AY380446.1,5698
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,NC_034297.1,60
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,mtdna2018_Pulicaria_Pond22_53,38
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,AY380443.1,28
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,mtdna_D8_119,16
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,AY380453.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,MK434272.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,HM883991.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,PV089802.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,KP296147.1,3
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A8.counts.txt,MW201533.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,AY380446.1,4358
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,NC_034297.1,20
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,AY380443.1,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,mtdna_D8_119,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,mtdna2018_Pulicaria_Pond22_53,12
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_A9.counts.txt,ElvisCOI,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B10.counts.txt,AY380446.1,908
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B10.counts.txt,NC_034297.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B10.counts.txt,AY380443.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B10.counts.txt,HM883991.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B10.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B11.counts.txt,AY380446.1,61
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B11.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B11.counts.txt,AY380443.1,3
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B12.counts.txt,AY380446.1,318
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B12.counts.txt,AY380443.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B1.counts.txt,AY380446.1,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,AY380446.1,6099
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,mtdna_D8_119,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,AY380443.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,ElvisCOI,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,AF523699.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B2.counts.txt,NC_034297.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,AY380446.1,9756
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,AY380443.1,128
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,NC_034297.1,60
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,AF523699.1,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,mtdna2018_Pulicaria_Pond22_53,16
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,ElvisCOI,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B3.counts.txt,mtdna_D8_119,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,AY380446.1,23201
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,AY380443.1,59
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,ElvisCOI,24
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,mtdna_D8_119,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,AF523699.1,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,NC_034297.1,16
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B4.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,AY380446.1,3081
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,NC_034297.1,28
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,AY380443.1,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,mtdna_D8_119,20
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,mtdna2018_Pulicaria_Pond22_53,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,AY380453.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,AF117817.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,AY380454.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B5.counts.txt,OQ713637.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B6.counts.txt,AY380446.1,381
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,AY380446.1,1079
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,AY380443.1,9
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,mtdna_D8_119,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,NC_034297.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B7.counts.txt,PP824112.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,AY380446.1,1840
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,mtdna2018_Pulicaria_Pond22_53,26
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,mtdna_D8_119,24
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,NC_034297.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,AY380443.1,5
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B8.counts.txt,HM883991.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_B9.counts.txt,AY380446.1,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,AY380446.1,3137
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,mtdna2018_Pulicaria_Pond22_53,28
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,NC_034297.1,26
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,mtdna_D8_119,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,AY380443.1,19
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,AF523699.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C10.counts.txt,AY380453.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C11.counts.txt,AY380446.1,75
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C12.counts.txt,AY380446.1,156
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C12.counts.txt,AY380443.1,5
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C12.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C1.counts.txt,AY380446.1,1018
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C1.counts.txt,mtdna_D8_119,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C1.counts.txt,AY380443.1,17
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C1.counts.txt,NC_034297.1,12
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C1.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C2.counts.txt,AY380446.1,36
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C3.counts.txt,AY380446.1,156
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C3.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,AY380446.1,2655
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,NC_034297.1,28
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,AY380443.1,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,mtdna2018_Pulicaria_Pond22_53,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,PP824112.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,HM883991.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,MW201533.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,AY380453.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C4.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C5.counts.txt,AY380454.1,31
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C5.counts.txt,AY380453.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C5.counts.txt,AY380446.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C5.counts.txt,AF489523.1,1
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C6.counts.txt,AY380446.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C7.counts.txt,AY380446.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C8.counts.txt,AY380446.1,657
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C8.counts.txt,AY380443.1,7
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,AY380446.1,1439
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,NC_034297.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,AY380443.1,12
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,AY380454.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,mtdna_D8_119,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,AY380453.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,mtdna2018_Pulicaria_Pond22_53,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_C9.counts.txt,MW201533.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D10.counts.txt,AY380446.1,55
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D10.counts.txt,AY380443.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D11.counts.txt,AY380446.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D12.counts.txt,AY380446.1,58
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D1.counts.txt,AY380446.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D2.counts.txt,AY380446.1,285
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D2.counts.txt,AY380443.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D2.counts.txt,mtdna2018_Pulicaria_Pond22_53,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D3.counts.txt,AY380446.1,247
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D3.counts.txt,AY380443.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D3.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D3.counts.txt,NC_034297.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D3.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D4.counts.txt,AY380446.1,1153
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D4.counts.txt,NC_034297.1,24
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D4.counts.txt,AY380443.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D4.counts.txt,mtdna2018_Pulicaria_Pond22_53,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D4.counts.txt,mtdna_D8_119,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D5.counts.txt,AY380446.1,319
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D5.counts.txt,mtdna2018_Pulicaria_Pond22_53,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D5.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D5.counts.txt,NC_034297.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D6.counts.txt,AY380446.1,139
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D7.counts.txt,AY380446.1,290
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D7.counts.txt,NC_034297.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,AY380446.1,2389
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,NC_034297.1,26
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,AY380443.1,12
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,mtdna2018_Pulicaria_Pond22_53,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,KP721459.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D8.counts.txt,ElvisCOI,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_D9.counts.txt,AY380446.1,28
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E10.counts.txt,AY380446.1,1347
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E10.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E10.counts.txt,NC_034297.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E11.counts.txt,AY380446.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E12.counts.txt,AY380446.1,627
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E12.counts.txt,NC_034297.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E12.counts.txt,AY380443.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E12.counts.txt,mtdna2018_Pulicaria_Pond22_53,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E12.counts.txt,mtdna_D8_119,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,AY380446.1,2808
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,NC_034297.1,30
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,mtdna2018_Pulicaria_Pond22_53,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,mtdna_D8_119,18
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,AY380454.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,AY380443.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,MW201533.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E1.counts.txt,OQ713637.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E2.counts.txt,AY380446.1,428
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E2.counts.txt,AY380443.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E2.counts.txt,mtdna2018_Pulicaria_Pond22_53,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E2.counts.txt,NC_034297.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,AY380446.1,1554
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,HM883991.1,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,mtdna_D8_119,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,NC_034297.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,AY380443.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,mtdna2018_Pulicaria_Pond22_53,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,AY380454.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E3.counts.txt,FJ427495.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E4.counts.txt,AY380446.1,2146
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E4.counts.txt,NC_034297.1,20
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E4.counts.txt,mtdna2018_Pulicaria_Pond22_53,14
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E4.counts.txt,AY380443.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E4.counts.txt,mtdna_D8_119,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E5.counts.txt,AY380446.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E5.counts.txt,HM883991.1,2
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E6.counts.txt,AY380446.1,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E7.counts.txt,AY380446.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,AY380446.1,3624
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,AY380443.1,25
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,NC_034297.1,22
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,mtdna2018_Pulicaria_Pond22_53,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,mtdna_D8_119,10
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,KP721459.1,8
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,AY380453.1,6
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,MW201533.1,4
/scratch/rjp5nc/UK2022_2024/allshortreads/counts/Gilmer5_E8.counts.txt,ElvisCOI,2
